Zip,Longitude,Latitude,MedianSalesPrice,QualifyingIncome,HousingAffordabilityIndex
7860,-74.807,41.07,225400,"$45,537.32",132.497912788362
7866,-74.502,40.96,332400,"$67,154.42",89.8466592734558
7869,-74.586,40.836999999999996,447200,"$90,347.34",66.7822664188209
7871,-74.718,41.041000000000004,358400,"$72,407.17",83.3287654645556
7928,-74.497,40.759,805900,"$162,815.12",37.057984293953
7945,-74.594,40.787,741200,"$149,743.84",40.292808341199
7950,-74.54,40.843,443100,"$89,519.02",67.4002020819154
7960,-74.506,40.772,545800,"$110,267.39",54.717899491566
8005,-74.294,39.754,217500,"$43,941.29",137.310480655157
8008,-74.192,39.641,826000,"$166,875.90",36.156210099875
8012,-75.03699999999999,39.79,154500,"$31,213.47",193.301162087357
8015,-74.67,39.924,105000,"$21,213.04",284.428852785683
8016,-74.751,40.09,185500,"$37,476.37",160.997463840953
8028,-75.127,39.696999999999996,174100,"$35,173.24",171.539514890848
8046,-74.806,40.014,118200,"$23,879.82",252.66522455581
8050,-74.258,39.703,,$0.00,
8053,-74.941,39.891999999999996,229400,"$46,345.44",130.187574291616
8054,-74.917,39.955999999999996,205800,"$41,577.55",145.116761625348
8055,-74.762,39.875,282600,"$57,093.38",105.679510058375
8057,-74.84,40.054,400100,"$80,831.78",74.6439128780223
8060,-74.80199999999999,40.045,164200,"$33,173.15",181.882031318494
8062,-75.235,39.716,273200,"$55,194.30",109.315627900793
8075,-74.85300000000001,40.063,170500,"$34,445.93",175.161463592356
8077,-74.90899999999999,39.999,263500,"$53,234.62",113.33977055976
8087,-74.288,39.672,,$0.00,
8088,-74.669,39.86,181300,"$36,627.85",164.727134817963
8094,-75.058,39.726,175100,"$35,375.27",170.559848900609
8505,-74.725,40.102,210700,"$42,567.50",141.741953215457
8527,-74.35300000000001,40.105,343200,"$69,336.33",87.0193168487666
8701,-74.15,39.945,221500,"$44,749.41",134.830833148969
8723,-74.123,39.94,222000,"$44,850.42",134.527160101337
8724,-74.171,39.938,226400,"$45,739.35",131.912674657671
8731,-74.23100000000001,39.876,,$0.00,
8753,-74.215,39.959,265200,"$53,578.07",112.613233568992
8755,-74.257,40.001,301200,"$60,851.11",99.1534845368417
8757,-74.264,39.943000000000005,170500,"$34,445.93",175.161463592356
8816,-74.422,40.428000000000004,356300,"$71,982.91",83.8198976775097
8817,-74.393,40.52,277400,"$56,042.83",107.660524666535
8820,-74.363,40.577,478600,"$96,691.05",62.4008139208038
8830,-74.315,40.569,287800,"$58,143.93",103.770081801587
8831,-74.429,40.344,306400,"$61,901.66",97.470723049924
8846,-74.499,40.575,255200,"$51,557.78",117.0259778311
8854,-74.458,40.553000000000004,302600,"$61,133.95",98.6947440267571
8857,-74.314,40.407,338400,"$68,366.59",88.253633399813
8859,-74.307,40.459,308200,"$62,265.32",96.9014586064137
8861,-74.279,40.521,248400,"$50,183.99",120.22958753018
8863,-74.315,40.531,267500,"$54,042.74",111.644970252324
8879,-74.274,40.464,278200,"$56,204.45",107.350932934927
8902,-74.48899999999999,40.438,281200,"$56,810.54",106.205652711581
10013,-74.003,40.722,4045400,"$817,287.84",7.38246639207414
10016,-73.97800000000001,40.746,835800,"$168,855.78",35.7322679378999
10021,-73.96,40.769,1291100,"$260,839.55",23.1314611900679
10022,-73.968,40.759,868000,"$175,361.11",34.4067160627842
10028,-73.954,40.777,1070700,"$216,312.38",27.8929948094674
10036,-73.99,40.76,913000,"$184,452.41",32.7108757311026
10301,-74.093,40.624,493700,"$99,741.68",60.4922615809129
10303,-74.165,40.632,321500,"$64,952.30",92.8927824027892
10305,-74.078,40.597,536500,"$108,388.52",55.6664110764151
10306,-74.122,40.56,525000,"$106,065.19",56.8857705571366
